item,name,type,category,subcategory,label,title,page_length,num_links,mean_sitelinks_count,median_sitelinks_count,std_sitelinks_count
http://www.wikidata.org/entity/Q2850042,3D animation,entity,comics and anime,animation technique,cultural agnostic,3D animation,23365,174,51.3433734939759,41.5,46.18737555770727
http://www.wikidata.org/entity/Q229390,3D film,concept,films,film,cultural agnostic,3D film,75579,385,33.950819672131146,23.0,37.02816513128
http://www.wikidata.org/entity/Q2180721,48 Hour Film Project,entity,films,film festival,cultural agnostic,48 Hour Film Project,3580,13,106.92307692307692,74.0,92.88823850235833
http://www.wikidata.org/entity/Q1060398,4D film,concept,films,film,cultural agnostic,4D film,1486,18,39.333333333333336,23.5,44.99382673705855
http://www.wikidata.org/entity/Q4639659,5-hour Energy,concept,food,drink,cultural agnostic,5-hour Energy,4649,24,55.708333333333336,52.0,42.78286180106339
http://www.wikidata.org/entity/Q275936,900 North Michigan,entity,architecture,architectural structure,cultural exclusive,900 North Michigan,2113,16,86.8125,23.5,100.49329501887178
http://www.wikidata.org/entity/Q1758841,A Campingflight to Lowlands Paradise,concept,music,music festival,cultural exclusive,Lowlands (festival),15080,73,56.90277777777778,42.5,57.782436711201015
http://www.wikidata.org/entity/Q3602929,A La Vieille Russie,entity,visual arts,art gallery,cultural representative,A La Vieille Russie,3128,31,57.45161290322581,42.0,60.85139949071992
http://www.wikidata.org/entity/Q3728308,A las armas,entity,comics and anime,comics,cultural exclusive,¡A las armas!,587,3,13.666666666666666,17.0,7.71722460186015
http://www.wikidata.org/entity/Q85739206,A Lotus for Miss Quon,entity,books,book,cultural exclusive,A Lotus for Miss Quon,553,11,25.75,14.5,22.37046043334826
http://www.wikidata.org/entity/Q614986,A Modern Olympia,entity,visual arts,painting,cultural representative,A Modern Olympia,3608,16,84.1875,80.0,63.4263537005715
http://www.wikidata.org/entity/Q23912,A Young Tiger Playing with its Mother,entity,visual arts,painting,cultural representative,A Young Tiger Playing with Its Mother,2732,18,58.11764705882353,52.0,50.29312004514566
http://www.wikidata.org/entity/Q277763,A-1 Pictures,entity,comics and anime,animation studio,cultural representative,A-1 Pictures,1842,20,53.0,22.0,67.1662117437034
http://www.wikidata.org/entity/Q9513,A. P. J. Abdul Kalam,entity,politics,politician,cultural representative,A. P. J. Abdul Kalam,25662,196,48.05759162303665,29.0,50.78433852307125
http://www.wikidata.org/entity/Q1945630,A.S. Roma,entity,sports,sports team,cultural representative,AS Roma (Superleague Formula team),625,12,54.18181818181818,12.0,89.72667403318732
http://www.wikidata.org/entity/Q301092,Aardman Animations,entity,media,film studio,cultural representative,,0,0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q2708661,Aba I,entity,philosophy and religion,religious leader,cultural exclusive,Aba I,5238,49,55.666666666666664,39.0,54.130372455971724
http://www.wikidata.org/entity/Q30556,Abbad II al-Mu'tadid,entity,literature,poet,cultural exclusive,Abbad II al-Mu'tadid,1504,21,52.4,28.0,58.30300163799459
http://www.wikidata.org/entity/Q55210,Abbas Kiarostami,entity,films,film producer,cultural representative,Abbas Kiarostami,38307,212,48.38235294117647,28.0,54.0153471505738
http://www.wikidata.org/entity/Q157550,Abbey and Altenmünster of Lorsch,entity,history,museum,cultural representative,Lorsch Abbey,8439,74,76.66216216216216,62.5,74.65981896775553
http://www.wikidata.org/entity/Q262737,ABC Motors,entity,transportation,automobile manufacturer,cultural agnostic,ABC Motors,1495,13,26.833333333333332,14.0,28.198207192814383
http://www.wikidata.org/entity/Q84044419,Abeiku Crentsil,entity,architecture,construction,cultural exclusive,Abeiku Crentsil,1933,15,40.5,14.0,67.46930519026517
http://www.wikidata.org/entity/Q9457,Abid Surti,entity,literature,writer,cultural exclusive,Abid Surti,6379,32,77.38709677419355,73.0,68.28530159669741
http://www.wikidata.org/entity/Q25350,Abies,concept,biology,tree,cultural agnostic,Fir,8097,106,49.75247524752475,31.0,50.04857164371547
http://www.wikidata.org/entity/Q59647,Abitibi River,entity,geography,river,cultural exclusive,Abitibi River,2044,24,41.869565217391305,22.0,53.94707901817829
http://www.wikidata.org/entity/Q322956,Aboriginal and Torres Strait Islander Commission,entity,politics,government agency,cultural exclusive,Aboriginal and Torres Strait Islander Commission,7880,39,20.894736842105264,4.0,30.107517398120297
http://www.wikidata.org/entity/Q91,Abraham Lincoln,entity,politics,politician,cultural representative,Abraham Lincoln,79575,410,40.63814180929096,18.0,54.79181414482115
http://www.wikidata.org/entity/Q4650387,ABS-CBN Integrated News,entity,media,media company,cultural exclusive,ABS-CBN News and Current Affairs,8588,45,38.27272727272727,9.5,60.02854004417158
http://www.wikidata.org/entity/Q2822053,Absolution of the dead,entity,gestures and habits,ritual,cultural exclusive,Absolution of the dead,7031,30,65.46666666666667,41.0,70.63319962233686
http://www.wikidata.org/entity/Q332564,abstract animation film,concept,comics and anime,animated film,cultural agnostic,Abstract animation,24634,152,31.21917808219178,18.0,37.16927091959585
http://www.wikidata.org/entity/Q7849,Abu Dhabi Grand Prix,entity,sports,recurring sporting event,cultural representative,Abu Dhabi Grand Prix,8579,59,58.016949152542374,48.0,51.2949237668958
http://www.wikidata.org/entity/Q5670,Abu Nuwas,entity,literature,poet,cultural representative,Abu Nuwas,11304,48,85.45833333333333,67.5,77.26091032267799
http://www.wikidata.org/entity/Q2704613,Abul Hasan ash-Shadhili,entity,philosophy and religion,religious leader,cultural exclusive,Al-Shadhili,10473,44,88.3409090909091,54.0,81.33263439330717
http://www.wikidata.org/entity/Q337429,Académico F.C.,entity,sports,sports club,cultural exclusive,Académico F.C.,857,9,72.75,40.0,76.52736438686492
http://www.wikidata.org/entity/Q288066,ACBS Asian Snooker Championship,entity,sports,recurring sporting event,cultural agnostic,ACBS Asian Snooker Championship,1069,17,168.53333333333333,165.0,98.36928156470167
http://www.wikidata.org/entity/Q4672263,Accelerade,concept,food,drink,cultural agnostic,Accelerade,250,7,70.2,28.0,66.28846053424381
http://www.wikidata.org/entity/Q16001522,accelerationism,entity,philosophy and religion,philosophical movement,cultural agnostic,Accelerationism,26283,187,53.77297297297297,33.0,58.871755484817456
http://www.wikidata.org/entity/Q4672374,acceptable use policy,concept,politics,policy,cultural agnostic,Acceptable use policy,5766,57,68.01886792452831,43.0,64.66298423977877
http://www.wikidata.org/entity/Q83390,acclamatio,concept,gestures and habits,greeting,cultural agnostic,Acclamatio,2563,11,70.8,37.0,67.04297129453616
http://www.wikidata.org/entity/Q419736,acclamation,concept,gestures and habits,greeting,cultural agnostic,Acclamation,2230,30,64.0,29.5,84.16887785874302
http://www.wikidata.org/entity/Q706884,accomplice,entity,politics,law,cultural agnostic,Accomplice,9087,38,34.285714285714285,18.0,40.478969092301625
http://www.wikidata.org/entity/Q1863064,accordionist,entity,music,musical profession,cultural representative,Accordionist,34157,228,35.89861751152074,21.0,47.626705593042324
http://www.wikidata.org/entity/Q42292,Acer,concept,biology,tree,cultural agnostic,Maple,16024,201,66.80402010050251,46.0,69.051628663086
http://www.wikidata.org/entity/Q386510,Achatinidae,concept,biology,animal,cultural agnostic,Achatinidae,854,11,63.36363636363637,54.0,49.72885156210578
http://www.wikidata.org/entity/Q236932,acid rock,entity,music,music genre,cultural representative,Acid rock,16184,129,48.0703125,34.0,49.8695460040729
http://www.wikidata.org/entity/Q196188,acidophile,concept,biology,organism,cultural agnostic,Acidophile,1637,12,73.08333333333333,56.5,64.85812507996889
http://www.wikidata.org/entity/Q423918,acousmatic music,entity,music,music genre,cultural agnostic,Acousmatic music,5762,37,53.648648648648646,38.0,50.10595056435546
http://www.wikidata.org/entity/Q288838,ACT New Zealand,entity,politics,political party,cultural exclusive,ACT New Zealand,29288,188,24.491803278688526,8.0,37.77614085715561
http://www.wikidata.org/entity/Q188473,action film,concept,films,film,cultural agnostic,Action film,39372,250,37.47950819672131,30.0,34.93817123998042
http://www.wikidata.org/entity/Q4010939,active mobility,concept,transportation,mode of transport,cultural agnostic,Active mobility,16227,63,85.83870967741936,60.0,86.23676963479525
http://www.wikidata.org/entity/Q4677625,activity book,concept,books,book,cultural agnostic,Activity book,1910,20,85.88888888888889,68.5,64.50916290547748
http://www.wikidata.org/entity/Q344394,Acton,entity,geography,neighborhood,cultural exclusive,"Acton, Indiana",1100,8,72.57142857142857,47.0,67.66906265655174
http://www.wikidata.org/entity/Q4677709,actor-manager,concept,performing arts,actor,cultural agnostic,Actor-manager,4204,50,39.183673469387756,8.0,67.0353770352694
http://www.wikidata.org/entity/Q21169216,actress,concept,performing arts,actor,cultural agnostic,Actress,25287,192,58.27272727272727,44.0,53.4511167003946
http://www.wikidata.org/entity/Q289953,ADAC,entity,literature,publisher,cultural exclusive,ADAC,17246,84,53.946666666666665,34.0,62.34033329679555
http://www.wikidata.org/entity/Q4214,Adam de la Halle,entity,literature,writer,cultural representative,Adam de la Halle,3587,38,49.62162162162162,35.0,40.871156386838024
http://www.wikidata.org/entity/Q310285,Adam Elsheimer,entity,fashion,designer,cultural representative,Adam Elsheimer,9519,84,74.34146341463415,51.0,66.14640441755404
http://www.wikidata.org/entity/Q352270,Adanaspor,entity,sports,sports club,cultural exclusive,Adanaspor,6795,41,41.354838709677416,26.0,45.96881719172512
http://www.wikidata.org/entity/Q31353,Adèle Haenel,entity,performing arts,actor,cultural representative,Adèle Haenel,11118,103,46.71875,31.5,47.217957196079894
http://www.wikidata.org/entity/Q367540,adelphopoiesis,entity,gestures and habits,ritual,cultural exclusive,Adelphopoiesis,9256,21,71.7,35.5,81.30504289402964
http://www.wikidata.org/entity/Q1306755,administrative centre,concept,geography,geographic location,cultural agnostic,Administrative centre,8152,75,92.5945945945946,60.5,92.46415213606326
http://www.wikidata.org/entity/Q13455645,administrative city in the Republic of Ireland,concept,geography,city,cultural exclusive,Administrative cities in the Republic of Ireland,31526,231,34.2,17.0,46.661910730739244
http://www.wikidata.org/entity/Q515244,administrative procedure,concept,politics,policy,cultural exclusive,Administrative process,1182,13,139.0,113.5,138.1864682231947
http://www.wikidata.org/entity/Q358832,administrator,concept,philosophy and religion,religious leader,cultural representative,Ecclesiastical administrator,5359,15,60.266666666666666,35.0,55.83364179019273
http://www.wikidata.org/entity/Q3270129,Admiralty,entity,geography,geographic location,cultural exclusive,"Admiralty, Hong Kong",3129,43,26.209302325581394,15.0,39.313030054568294
http://www.wikidata.org/entity/Q289078,ADN,entity,politics,political party,cultural exclusive,Mover (political party),11823,80,38.586666666666666,17.0,50.102320194666525
http://www.wikidata.org/entity/Q98756,Ado Kraemer,entity,books,non-fiction writer,cultural exclusive,Ado Kraemer,465,6,75.4,37.0,96.38796605385964
http://www.wikidata.org/entity/Q183496,adobe,concept,architecture,building material,cultural agnostic,Adobe,15129,63,56.148148148148145,45.0,49.51633004388642
http://www.wikidata.org/entity/Q78125,Adolf Bötticher,entity,architecture,architect,cultural exclusive,Adolf Bötticher,915,10,96.75,46.5,107.36590473702533
http://www.wikidata.org/entity/Q5327,Adolf Butenandt,entity,politics,politician,cultural representative,Adolf Butenandt,3979,44,66.46153846153847,59.0,49.82113965584785
http://www.wikidata.org/entity/Q87827,Adolf Krischanitz,entity,architecture,architect,cultural exclusive,Adolf Krischanitz,1022,14,104.41666666666667,79.5,83.65151755281484
http://www.wikidata.org/entity/Q16001865,adoption law,concept,politics,law,cultural agnostic,Adoption law,527,11,53.09090909090909,33.0,50.94998357650649
http://www.wikidata.org/entity/Q123621,Adrian Frutiger,entity,books,non-fiction writer,cultural representative,Adrian Frutiger,13384,60,32.607142857142854,17.5,39.186221417477746
http://www.wikidata.org/entity/Q373699,Adrian Nicholas,entity,sports,athlete,cultural exclusive,Adrian Nicholas,1337,9,114.75,75.5,93.34445618246431
http://www.wikidata.org/entity/Q373765,Adrian Noble,entity,performing arts,theatrical director,cultural representative,Adrian Noble,2469,36,36.23529411764706,27.0,37.32768947288437
http://www.wikidata.org/entity/Q80994,adult,concept,biology,organism,cultural agnostic,Adult,18490,68,91.16417910447761,70.0,78.50403488345582
http://www.wikidata.org/entity/Q3249257,adult animation,concept,comics and anime,animated film,cultural agnostic,Adult animation,3487,18,40.666666666666664,10.0,47.486840282335066
http://www.wikidata.org/entity/Q379222,Advance Publications,entity,media,media company,cultural representative,Advance Publications,2503,25,33.76,23.0,36.370625510155854
http://www.wikidata.org/entity/Q16001911,Advent Video Beam Television,entity,media,television,cultural agnostic,Advent Video Beam Television,424,5,55.6,27.0,76.54436621985971
http://www.wikidata.org/entity/Q319221,adventure film,concept,films,film,cultural agnostic,Adventure film,12617,74,47.513888888888886,43.5,30.761625198882832
http://www.wikidata.org/entity/Q3773427,aeneator,concept,music,musician,cultural exclusive,Aeneator,1609,10,38.8,14.5,68.87641105632609
http://www.wikidata.org/entity/Q381276,Aero Car,entity,transportation,automobile manufacturer,cultural representative,Aero Car (1919 automobile),534,7,59.714285714285715,14.0,91.74454329544507
http://www.wikidata.org/entity/Q193124,aerobic organism,concept,biology,organism,cultural agnostic,Aerobic organism,2353,22,74.72727272727273,69.5,49.333910353263114
http://www.wikidata.org/entity/Q376771,Aerobus,entity,transportation,mode of transport,cultural agnostic,Aerobus,457,6,176.33333333333334,185.5,116.97103155150091
http://www.wikidata.org/entity/Q62447,aerodrome,concept,transportation,station,cultural agnostic,,0,0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q365873,aerodrome reference point,concept,geography,geographic location,cultural agnostic,Airport reference point,1135,9,113.625,72.0,97.92208318351892
http://www.wikidata.org/entity/Q381564,Aeronaut,entity,transportation,transport company,cultural exclusive,Aeronaut (company),1363,14,135.84615384615384,114.0,88.60182855713893
http://www.wikidata.org/entity/Q4688512,Aertex,entity,fashion,textile,cultural exclusive,Aertex,1496,21,109.42857142857143,98.0,68.25761525878505
http://www.wikidata.org/entity/Q35986,aesthetics,concept,philosophy and religion,philosophy,cultural agnostic,Aesthetics,30956,171,54.84939759036145,44.0,48.78828338876707
http://www.wikidata.org/entity/Q291566,AF-borgen,entity,architecture,building,cultural exclusive,AF Borgen,587,10,81.44444444444444,66.0,77.32774564742968
http://www.wikidata.org/entity/Q4688848,Affair of the Sausages,entity,history,historical event,cultural exclusive,Affair of the Sausages,3834,25,94.6,65.0,84.14986631005424
http://www.wikidata.org/entity/Q59059,affogato,concept,food,drink,cultural representative,Affogato,1526,17,46.142857142857146,36.0,23.621591644864548
http://www.wikidata.org/entity/Q4384867,Afghan clothing,concept,fashion,traditional costume,cultural exclusive,Afghan clothing,4592,36,74.37142857142857,71.0,64.03217303569721
http://www.wikidata.org/entity/Q387407,African dance,concept,performing arts,dance,cultural representative,African dance,9278,47,50.608695652173914,19.0,80.71540940669249
http://www.wikidata.org/entity/Q3070125,African Film Festival,entity,films,film festival,cultural exclusive,Festival of African Cinema,2474,5,115.8,76.0,101.26875135005862
http://www.wikidata.org/entity/Q15276542,African wax print,concept,fashion,textile,cultural representative,African wax prints,8681,19,83.11764705882354,62.0,88.00593720141251
http://www.wikidata.org/entity/Q4689646,African-American neighborhood,concept,geography,neighborhood,cultural exclusive,African-American neighborhood,20622,140,74.58394160583941,49.0,73.4943905040285
http://www.wikidata.org/entity/Q3070379,"African, Asia, Latin American Film Festival of Milan",entity,films,film festival,cultural exclusive,"African, Asian and Latin American Film Festival",998,4,245.0,231.0,54.7905101272109
http://www.wikidata.org/entity/Q123050602,Africana philosophy,concept,philosophy and religion,philosophy,cultural representative,Africana philosophy,2399,20,54.75,29.0,67.53952546472324
http://www.wikidata.org/entity/Q384559,Africar,entity,transportation,automobile manufacturer,cultural exclusive,Africar,1840,5,60.8,68.0,30.022658110167395
http://www.wikidata.org/entity/Q388202,Afro-American religion,concept,philosophy and religion,religion,cultural representative,African diaspora religions,2479,27,63.51851851851852,39.0,77.5644870869683
http://www.wikidata.org/entity/Q24910,Aftermath,entity,films,film,cultural exclusive,Aftermath (2004 film),425,3,98.0,98.0,75.0
http://www.wikidata.org/entity/Q4726861,agama asli Nusantara,concept,philosophy and religion,religion,cultural exclusive,Aliran Kepercayaan,1412,18,64.8125,71.0,61.38018689894973
http://www.wikidata.org/entity/Q392918,agency of the European Union,concept,politics,government agency,cultural exclusive,Agencies of the European Union,2606,11,56.8,34.5,67.06832337251319
http://www.wikidata.org/entity/Q4692205,Aggie Bonfire,entity,gestures and habits,tradition,cultural exclusive,Aggie Bonfire,20943,55,36.58181818181818,22.0,43.48236462127895
http://www.wikidata.org/entity/Q866298,aggregate,concept,architecture,building material,cultural agnostic,Aggregate (composite),6796,59,62.763636363636365,59.0,35.37537080376872
http://www.wikidata.org/entity/Q393786,Agilis,entity,transportation,transport company,cultural exclusive,Agilis,406,3,98.0,98.0,95.0
http://www.wikidata.org/entity/Q395389,Agora SA,entity,media,media company,cultural exclusive,Agora (company),6792,30,28.0,7.5,39.67996975805299
http://www.wikidata.org/entity/Q174312,Agra,entity,geography,neighborhood,cultural exclusive,"Agra, Switzerland",1528,14,55.642857142857146,22.5,75.52540456491364
http://www.wikidata.org/entity/Q19890860,agricultural museum,concept,history,museum,cultural agnostic,Agricultural museum,4245,48,52.869565217391305,5.0,98.54454051355842
http://www.wikidata.org/entity/Q4693967,agricultural philosophy,concept,philosophy and religion,philosophy,cultural agnostic,Agricultural philosophy,7804,32,51.67741935483871,41.0,38.382108648535876
http://www.wikidata.org/entity/Q2942535,Agrigento Cathedral,entity,history,archive,cultural exclusive,Agrigento Cathedral,638,11,129.6,130.5,96.7648696583631
http://www.wikidata.org/entity/Q4694505,Aguas frescas,concept,food,drink,cultural representative,Agua fresca,1415,13,57.46153846153846,30.0,63.68022925236008
http://www.wikidata.org/entity/Q2635155,Ahidus,concept,performing arts,folk dance,cultural exclusive,Ahidus,1566,7,97.33333333333333,72.0,84.28061593404632
http://www.wikidata.org/entity/Q26111350,Ahl-i Hadith,entity,philosophy and religion,religious movement,cultural exclusive,Ahl-i Hadith,31849,180,66.35593220338983,48.0,62.320049474498
http://www.wikidata.org/entity/Q310609,ahoy,entity,gestures and habits,greeting,cultural agnostic,Ahoy (greeting),33545,151,81.61870503597122,59.0,73.0175297454086
http://www.wikidata.org/entity/Q174401,Ahrensburger TSV,entity,sports,sports club,cultural exclusive,Ahrensburger TSV,1524,4,61.25,46.5,51.74637668474963
http://www.wikidata.org/entity/Q403021,Ahukini Terminal and Railway Company,entity,transportation,transport company,cultural exclusive,Ahukini Terminal and Railway Company,623,11,78.9,44.0,100.07742003069424
http://www.wikidata.org/entity/Q5623,Aimeric de Peguilhan,entity,literature,poet,cultural exclusive,Aimeric de Peguilhan,697,13,48.07692307692308,33.0,42.430869637857434
http://www.wikidata.org/entity/Q406714,air,entity,music,music genre,cultural agnostic,Air (music),1798,37,65.67567567567568,39.0,71.31166996496513
http://www.wikidata.org/entity/Q4698311,air conditioned clothing,concept,fashion,clothing,cultural agnostic,Air conditioned clothing,2574,4,76.66666666666667,73.0,20.171487027209693
http://www.wikidata.org/entity/Q407916,air de cour,entity,music,music genre,cultural exclusive,Air de cour,3084,22,73.18181818181819,39.5,98.12220412398389
http://www.wikidata.org/entity/Q420953,Air Jordan,concept,sports,sports equipment,cultural representative,Air Jordan,23662,135,41.390625,32.0,38.91682524447973
http://www.wikidata.org/entity/Q4698342,air kiss,entity,gestures and habits,gesture,cultural agnostic,Air kiss,1794,15,100.78571428571429,65.5,94.87825173906413
http://www.wikidata.org/entity/Q2049775,air quotes,entity,gestures and habits,gesture,cultural representative,Air quotes,2201,23,49.78260869565217,48.0,55.081723096519625
http://www.wikidata.org/entity/Q644628,air sports,concept,sports,sport,cultural agnostic,Air sports,820,14,50.84615384615385,31.0,74.01439169185134
http://www.wikidata.org/entity/Q1248784,airport,concept,transportation,station,cultural agnostic,Airport,16375,81,38.77922077922078,32.0,35.67261795999962
http://www.wikidata.org/entity/Q4405347,Airsoft pellet,concept,sports,sports equipment,cultural agnostic,Airsoft pellets,12836,38,50.973684210526315,47.0,36.09161357763212
http://www.wikidata.org/entity/Q403150,AiRUnion,entity,transportation,transport company,cultural exclusive,AiRUnion,2559,20,42.10526315789474,35.0,28.31569164530156
http://www.wikidata.org/entity/Q1936626,aisleless church,entity,architecture,architectural style,cultural agnostic,Aisleless church,2134,17,73.6470588235294,54.0,64.78556590918235
http://www.wikidata.org/entity/Q1408668,Aix-en-Provence Festival,entity,music,music festival,cultural exclusive,Aix-en-Provence Festival,3025,48,49.93617021276596,37.0,47.37060955025296
http://www.wikidata.org/entity/Q2078349,Ajapsandali,concept,food,dish,cultural representative,Ajapsandali,785,21,116.33333333333333,120.5,54.83206685467506
http://www.wikidata.org/entity/Q412873,Ājīvika,entity,philosophy and religion,philosophy,cultural exclusive,Ājīvika,25486,85,56.144578313253014,47.0,50.46987232769653
http://www.wikidata.org/entity/Q2828932,akanbe,entity,gestures and habits,gesture,cultural exclusive,Akanbe,938,8,103.85714285714286,122.0,70.70548285757229
http://www.wikidata.org/entity/Q276186,Aki Kaurismäki,entity,performing arts,theatrical director,cultural representative,Aki Kaurismäki,8198,64,56.540983606557376,28.0,74.01895498717322
http://www.wikidata.org/entity/Q123559,al-Andalus,entity,geography,geographic location,cultural representative,Al-Andalus,60544,430,59.142857142857146,44.0,53.1023995478394
http://www.wikidata.org/entity/Q11826,Al-Biruni,entity,philosophy and religion,philosopher,cultural representative,Al-Biruni,22943,117,79.43243243243244,54.0,74.27979993152282
http://www.wikidata.org/entity/Q31066,Al-Mansur,entity,literature,poet,cultural representative,Al-Mansur,20725,159,71.57961783439491,57.0,66.72523060922269
http://www.wikidata.org/entity/Q4705114,ala kiyiz,concept,fashion,textile,cultural representative,Ala kiyiz,3667,25,116.4090909090909,106.5,72.66339524316534
http://www.wikidata.org/entity/Q16663,Alagón River,entity,geography,river,cultural exclusive,Alagón (river),1027,19,80.5,40.5,91.2364145137967
http://www.wikidata.org/entity/Q64780,Alash Party,entity,politics,political party,cultural exclusive,Alash (party),3918,41,85.97560975609755,83.0,70.11992786052181
http://www.wikidata.org/entity/Q1991629,alba,entity,literature,literary genre,cultural exclusive,Alba (poetry),1679,15,29.142857142857142,21.0,23.936992121750276
http://www.wikidata.org/entity/Q16002379,Albanian sworn virgins,entity,gestures and habits,tradition,cultural exclusive,Balkan sworn virgins,8181,39,92.84210526315789,51.5,88.80508707447288
http://www.wikidata.org/entity/Q16513,Alberche,entity,geography,river,cultural exclusive,Alberche,795,13,67.76923076923077,41.0,76.25882430265804
http://www.wikidata.org/entity/Q71951,Albert Hauf,entity,history,historian,cultural exclusive,Albert Hauf,3341,25,99.68,56.0,91.92201912490826
http://www.wikidata.org/entity/Q122338,Albert Hofmann,entity,books,non-fiction writer,cultural representative,Albert Hofmann,9140,57,59.285714285714285,43.0,62.13571387515806
http://www.wikidata.org/entity/Q60045,Albert Speer,entity,architecture,architect,cultural representative,Albert Speer,48705,182,47.72352941176471,33.5,42.334383597757466
http://www.wikidata.org/entity/Q5687778,Albertina Ramírez,entity,philosophy and religion,religious leader,cultural exclusive,Albertina Ramírez,1281,12,49.916666666666664,26.5,60.520600257726755
http://www.wikidata.org/entity/Q717441,Alberto Salazar,entity,sports,athlete,cultural representative,Alberto Salazar,16804,79,35.294871794871796,23.5,46.41758866856481
http://www.wikidata.org/entity/Q64246,Albrecht Wilhelm Roth,entity,biology,biologist,cultural exclusive,Albrecht Wilhelm Roth,1249,16,95.53333333333333,52.0,88.15657787268186
http://www.wikidata.org/entity/Q428656,album-oriented rock,entity,music,music genre,cultural exclusive,Album-oriented rock,8557,78,36.81818181818182,21.0,44.711696157913664
http://www.wikidata.org/entity/Q527301,Alcazaba of Badajoz,entity,history,monument,cultural exclusive,Alcazaba of Badajoz,3325,24,80.17391304347827,43.0,77.78434634849098
http://www.wikidata.org/entity/Q2647483,alcohol law,concept,politics,law,cultural agnostic,Alcohol law,22847,213,85.4691943127962,52.0,87.9986145346299
http://www.wikidata.org/entity/Q4713282,Alcohol laws of India,entity,politics,law,cultural exclusive,Alcohol laws of India,5669,53,60.69230769230769,36.5,60.033496566993094
http://www.wikidata.org/entity/Q4713290,alcohol laws of New Jersey,entity,politics,law,cultural exclusive,Alcohol laws of New Jersey,62574,296,38.24829931972789,26.0,44.04075393668651
http://www.wikidata.org/entity/Q154,alcoholic beverage,concept,food,drink,cultural agnostic,Alcoholic beverage,32145,352,64.83333333333333,38.5,70.7487527474914
http://www.wikidata.org/entity/Q4714042,Ale-8-One,concept,food,drink,cultural exclusive,Ale-8-One,4243,24,86.0,57.5,74.26916648858456
http://www.wikidata.org/entity/Q55215,Alejandro González Iñárritu,entity,films,film producer,cultural representative,Alejandro González Iñárritu,17771,168,54.293413173652695,41.0,46.75497493491593
http://www.wikidata.org/entity/Q263730,Alejandro Jodorowsky,entity,comics and anime,comics artist,cultural representative,Alejandro Jodorowsky,37289,240,49.645161290322584,35.0,50.556883937335854
http://www.wikidata.org/entity/Q34474,Aleksandr Solzhenitsyn,entity,history,historian,cultural representative,Aleksandr Solzhenitsyn,50387,302,76.33676975945018,50.0,74.37397367829398
http://www.wikidata.org/entity/Q98953,Alena Gerber,entity,fashion,model,cultural agnostic,Alena Gerber,713,9,73.75,57.5,51.04348636212068
http://www.wikidata.org/entity/Q648952,Alex Niño,entity,comics and anime,comics artist,cultural representative,Alex Niño,6685,107,19.03125,8.0,23.48645581544464
